fighter_a,fighter_b,date,label,height_diff,reach_diff,age_diff,wins_diff,losses_diff,win_streak_diff,slpm_diff,sapm_diff,td_avg_diff,sub_avg_diff,kd_avg_diff,ctrl_avg_diff,ko_rate_diff,sub_rate_diff,southpaw_diff
Chris Duncan,Manuel Torres,2024-02-24,0,0.0,-2.0,1.8726899383983593,0.0,0.0,0.0,-4.29589905362776,-1.6199789695057838,3.5,0.0,-5.678233438485805,11.415667718191377,-1.0,0.0,0.0
Cristian Quinonez,Raoni Barcelos,2024-02-24,0,1.0,3.0,-8.988364134154686,-5.0,-3.0,1.0,0.2702279313856035,-0.08412312994438853,-1.7976031957390144,-0.3595206391478029,-0.5992010652463382,-12.901386386778412,0.6666666666666667,-0.16666666666666666,0.0
Mateus Mendonca,Jesus Aguilar,2024-02-24,0,2.0,9.0,-2.8473648186173826,-1.0,1.0,-3.0,0.8771186440677965,5.742584745762711,1.5254237288135593,-2.8125,-2.8125,6.33050847457627,-1.0,0.0,0.0
Claudio Puelles,Fares Ziam,2024-02-24,0,-3.0,-3.0,0.9144421629021195,1.0,0.0,-3.0,-1.007072026947284,0.918297769606299,1.433632838443741,1.4031180400890868,0.0,16.39579881682416,0.0,0.6,1.0
Vitor Petrino,Tyson Pedro,2024-03-02,1,-1.0,-2.0,-5.9466119096509225,-3.0,-4.0,2.0,-0.49066996402877683,0.2601169064748201,4.242356115107914,0.3574640287769786,-0.7402203237410072,19.30968974820144,-0.3333333333333333,0.0,0.0
Muhammad Mokaev,Alex Perez,2024-03-02,1,1.0,5.0,-8.358658453114305,-1.0,-3.0,7.0,-3.5620279338550835,-1.9322836805035997,3.4691045139520686,0.20380275397008685,-0.5581505199863819,17.182641990666475,-0.3333333333333333,0.46666666666666673,0.0
Matt Schnell,Steve Erceg,2024-03-02,0,0.0,2.0,5.52772073921971,4.0,5.0,-3.0,-0.043938453046298065,0.8299385910439523,-1.2548126681846408,0.3040778306768783,0.18629683295383978,-12.654509073345753,0.0,0.5,0.0
Javid Basharat,Aiemann Zahabi,2024-03-02,0,1.0,1.0,-7.800136892539353,-1.0,-2.0,0.0,2.823306972093446,-0.6477714147198741,1.4212344332333422,0.0,-0.7362967002999727,8.727109656697877,-0.5,0.0,0.0
Claudio Ribeiro,Christian Leroy Duncan,2024-03-02,0,-1.0,-2.0,3.0171115674195725,-1.0,1.0,-2.0,-0.5195619315550815,-1.2748237329302707,0.774526678141136,0.0,0.20346068829342023,-3.8441947630988054,0.0,0.0,0.0
Jamie Pickett,Eryk Anders,2024-03-02,0,1.0,5.0,-1.3579739904175199,-5.0,-2.0,-3.0,-0.6142127317460275,-0.1886288820355393,-0.010842212525630446,-0.07900280898876404,-0.4740168539325843,-6.478635736704673,-0.5714285714285714,0.0,-1.0
Marlon Vera,Sean O'Malley,2024-03-09,0,-3.0,-2.0,1.891854893908281,6.0,6.0,-4.0,-3.284748529306202,1.743402952192103,0.09549833344676611,0.4656293480757538,-0.33776192543359307,5.1549475507569,-0.19999999999999996,0.26666666666666666,0.0
Song Yadong,Petr Yan,2024-03-09,0,1.0,0.0,-4.804928131416837,2.0,-2.0,5.0,-0.41062348383135294,-0.4324268483298459,-1.012759733398033,0.049990596980776014,-0.04773168984804932,0.5741214360829314,0.0,0.1,0.0
Benoit Saint Denis,Dustin Poirier,2024-03-09,0,2.0,1.0,-6.9103353867214246,-16.0,-6.0,6.0,-0.023198865303566407,0.8123246728802451,3.07153798545355,0.44930592447101525,0.71345243773704,12.809079160528475,0.17142857142857143,0.20952380952380956,0.0
Gilbert Burns,Jack Della Maddalena,2024-03-09,0,-1.0,-2.0,10.143737166324438,9.0,6.0,-7.0,-3.8317345548732056,-1.6916489087603597,1.5831286851552973,0.16654946165057538,-1.5872421985676894,11.428909134508276,-0.3,0.16666666666666666,0.0
Curtis Blaydes,Jailton Almeida,2024-03-09,1,1.0,1.0,0.3504449007529047,6.0,4.0,-7.0,0.3826892198368692,1.4958582714723128,0.3963987427599074,-2.467443454420836,0.19745502413339183,-23.782151665788987,0.16666666666666669,-0.5,0.0
Rafael Dos Anjos,Mateusz Gamrot,2024-03-09,0,-2.0,0.0,6.124572210814513,15.0,11.0,-3.0,0.5460778259058294,0.01607938753817395,-2.3454668077640015,0.4305045299132799,0.016167140896509113,2.232330082842001,-0.30952380952380953,0.07142857142857142,0.0
Pedro Munhoz,Kyler Phillips,2024-03-09,0,-2.0,-7.0,8.761122518822727,5.0,7.0,-3.0,0.3071226935477762,2.903621584291022,-2.409943904567656,-0.08836178934839523,0.10510338691987647,-8.948244892301766,0.09999999999999998,0.09999999999999998,0.0
Ion Cutelaba,Philipe Lins,2024-03-09,0,-1.0,-3.0,-8.32580424366872,3.0,6.0,-2.0,0.9869093846743691,-0.8378191740090775,2.4744209948339826,0.0,0.013085483763370431,-2.2749058541595364,0.3333333333333333,0.0,1.0
Michel Pereira,Michal Oleksiejczuk,2024-03-09,1,1.0,-1.0,1.37987679671458,0.0,-2.0,5.0,-0.01636182343703485,-0.5801906495742344,1.0969914363605646,0.5677337959312412,-1.199167411627788,-1.4702113650322248,-0.5714285714285714,0.14285714285714285,-1.0
Maryna Moroz,Joanne Wood,2024-03-09,0,1.0,2.0,-5.708418891170432,-2.0,-3.0,-3.0,-2.783161534656574,-0.30050570986212755,-0.902163193173587,0.31829399396318186,-0.26152654010073617,-1.0330528045476743,-0.125,0.20833333333333331,0.0
Maycee Barber,Katlyn Cerminara,2024-03-09,1,-4.0,-3.0,-9.385352498288846,-3.0,-3.0,6.0,-0.38983075250521804,-1.7964283837879669,0.761871371499817,-0.2034827034334478,-0.06638147219353888,7.471319314078328,0.5,0.0,0.0
Tai Tuivasa,Marcin Tybura,2024-03-16,0,-1.0,-3.0,-7.348391512662559,-3.0,-1.0,-2.0,0.41946122332680646,1.6199385805277524,-1.3854679802955665,-0.06927339901477833,1.170182617511302,-8.785516645650073,0.5113636363636364,0.0,1.0
Kennedy Nzechukwu,Ovince Saint Preux,2024-03-16,0,2.0,3.0,-9.182751540041068,-8.0,-8.0,0.0,1.7797822790428164,0.5583899005091659,-0.12660116134281796,-0.05064046453712723,0.011428500980114165,5.647465141222739,0.23809523809523808,-0.1904761904761905,0.0
Macy Chiasson,Pannie Kianzad,2024-03-16,1,4.0,6.0,0.366872005475706,1.0,-1.0,0.0,-1.2318780335036155,-1.1377547556607919,1.8148547538338387,0.19187068960267378,0.3098106712564544,15.9520300721015,0.3333333333333333,0.16666666666666666,0.0
Bryan Barberena,Gerald Meerschaert,2024-03-16,0,-1.0,-5.0,-1.374401095140314,-1.0,0.0,-1.0,2.245741366278752,1.2608192785922645,-1.860345815658344,-1.243190307865126,0.13627329945164907,-7.331289970471883,0.34444444444444444,-0.788888888888889,0.0
Mike Davis,Natan Levy,2024-03-16,1,3.0,1.0,-1.0212183436002746,1.0,0.0,1.0,1.4407407407407407,1.6925925925925922,-2.111111111111111,0.2777777777777778,0.5555555555555556,-0.155555555555555,0.3333333333333333,0.0,-1.0
Chelsea Chandler,Josiane Nunes,2024-03-16,1,6.0,1.0,3.0828199863107493,-2.0,1.0,-4.0,-4.10374725560972,-2.7803371413686597,0.7792207792207793,0.0,-1.2893982808022924,9.414654113794516,0.6666666666666667,0.0,0.0
Jafel Filho,Ode Osbourne,2024-03-16,1,0.0,-5.0,-1.3196440793976727,-3.0,-3.0,2.0,-1.9767589272000756,-2.5819825003230297,-0.34777499579451887,2.5046382189239336,-0.5913272010512484,1.3303582094646487,-0.5,1.0,-1.0
Cory McKenna,Jaqueline Amorim,2024-03-16,0,0.0,-10.0,-4.046543463381244,2.0,0.0,1.0,-0.4391451795843362,1.8893532163895785,0.781781314077812,-3.0730032478896114,0.0,0.2682880884345664,-1.0,0.3333333333333333,0.0
Karl Williams,Justin Tafa,2024-03-23,1,3.0,5.0,3.934291581108827,-2.0,-3.0,-1.0,-1.5948051948051947,-3.2554112554112558,4.5,0.0,-1.0584415584415585,18.716883116883118,-1.0,0.0,-1.0
AJ Dobson,Edmen Shahbazyan,2024-03-23,0,-1.0,1.0,5.839835728952771,-4.0,-2.0,2.0,0.7211720643313506,1.4931776455900714,-0.514430491297643,-0.5948446794448116,-0.5948446794448116,-5.63505911727987,-0.6,-0.2,0.0
Youssef Zalal,Billy Quarantillo,2024-03-23,1,0.0,2.0,-7.739904175222449,-3.0,0.0,-4.0,-4.744167199829388,-3.8985497973981653,0.8937939859245043,-0.1289187460012795,-0.12124120281509915,3.4083173384516954,-0.5,-0.16666666666666666,0.0
Amanda Ribas,Rose Namajunas,2024-03-23,0,-1.0,1.0,-1.1581108829568798,-2.0,-2.0,3.0,1.2381564857779357,-0.20351212967863486,0.5047109431732866,0.24882457198419639,-0.18019126860068685,7.448004234002486,-0.07936507936507936,-0.047619047619047616,0.0
Ricardo Ramos,Julian Erosa,2024-03-23,0,-4.0,-2.0,-6.001368925393564,1.0,-3.0,1.0,-2.8542536595790144,-2.4476461160380376,1.0416497489047978,0.06154503686291268,0.3061865583929907,-0.9957474089112077,0.11904761904761904,-0.19047619047619047,-1.0
Cody Gibson,Miles Johns,2024-03-23,0,3.0,3.0,6.5489390828199845,-3.0,2.0,-4.0,1.3512898301672878,2.065118720542008,0.9267080493235049,0.26817640047675806,0.12217884789323086,-0.02715908261922806,0.5,0.0,0.0
Mohammed Usman,Mick Parkin,2024-03-23,0,-2.0,0.0,6.502395619438737,1.0,0.0,1.0,-1.5453183520599252,0.2273408239700374,-0.2359550561797754,0.0,0.42134831460674155,12.85131086142322,0.3333333333333333,0.0,0.0
Trey Ogden,Kurt Holobaugh,2024-03-23,1,0.0,2.0,-3.1841204654346313,0.0,-2.0,-2.0,-1.722305221753094,-0.15820432319295552,-0.5025441160549962,-0.5025441160549962,-0.2923026956804157,-8.3898812745841,0.0,-1.0,0.0
Vicente Luque,Joaquin Buckley,2024-03-30,0,1.0,-1.0,2.414784394250514,8.0,1.0,-1.0,1.3000596602092709,1.8418878557181255,-0.46789763999244594,0.6671608598962194,-0.21688506061383306,4.203293431457936,-0.10476190476190472,0.3333333333333333,-1.0
Chris Weidman,Bruno Silva,2024-03-30,1,2.0,4.0,5.07049965776865,4.0,1.0,0.0,-1.082609373173867,-1.1974430895892576,1.8701546612645605,0.7011375589232148,-0.6712376796914565,8.87772540158687,-0.49350649350649345,0.12987012987012986,0.0
Kyle Nelson,Bill Algeo,2024-03-30,1,-1.0,-2.0,-1.8617385352498275,-2.0,1.0,0.0,-1.6988425618414418,0.8444090191191327,-0.6216511997165972,0.640755571581298,-0.2898550724637681,-1.5894795218424544,0.1333333333333333,-0.2,0.0
Rhys McKee,Chidi Njokuani,2024-03-30,0,-1.0,-2.0,-6.691307323750856,-2.0,0.0,0.0,1.6847127737724064,4.903085425684735,0.0,-0.4759386567953464,-0.9518773135906928,-4.659046224355585,-1.0,0.0,0.0
Manon Fiorot,Erin Blanchfield,2024-03-30,1,3.0,-1.0,9.207392197125255,0.0,0.0,0.0,0.47120620392630563,-0.018532589219019346,-1.5019233748009946,-1.1930010604453871,0.19446845289541917,-25.729104322346068,0.3333333333333333,-0.5,0.0
Virna Jandiroba,Loopy Godinez,2024-03-30,1,1.0,3.0,5.270362765229297,-2.0,0.0,-2.0,-1.9685080577720941,-0.7233866921321397,-0.9674991502516868,-0.1612093941699171,0.04839518961526637,2.8777441475270997,0.0,0.11428571428571432,0.0
Herbert Burns,Julio Arce,2024-03-30,0,2.0,3.0,1.733059548254623,-3.0,-2.0,-1.0,-2.5583754910550263,1.3591837888251423,3.8688070542350843,2.535751632139728,0.6013481050221858,11.489006019840037,0.09999999999999998,0.3,-1.0
Jacob Malkoun,Andre Petroski,2024-03-30,1,-3.0,0.0,-4.2053388090349095,-2.0,2.0,0.0,0.23348362651086996,-0.5657162210791471,2.651298660062234,-2.026417730361339,-0.24861878453038672,8.617874304100251,-0.2,-0.4,0.0
Jamall Emmers,Nate Landwehr,2024-03-30,0,1.0,2.0,-1.1307323750855574,-1.0,0.0,2.0,-1.3630366264645781,-2.286937397497751,1.0794703302351523,-0.828825455611654,0.23853697323085077,7.785271209447332,0.3333333333333333,-0.5,0.0
Chris Curtis,Brendan Allen,2024-04-06,0,-4.0,0.0,8.454483230663932,-6.0,0.0,-5.0,2.1931036966483735,3.188424073692517,-1.2713660121486086,-1.652775815793191,0.1865329813785559,-17.95137074032511,0.509090909090909,-0.6363636363636364,0.0
Damon Jackson,Alexander Hernandez,2024-04-06,1,2.0,-1.0,4.147843942505133,-1.0,-2.0,-1.0,-1.5082473397067742,-1.5030685652763434,1.2498228956857516,1.787114314374236,-0.39781936054221306,18.020485901382315,-0.3,0.4,0.0
Ignacio Bahamondes,Christos Giagos,2024-04-06,1,5.0,4.0,-7.592060232717316,-3.0,-5.0,0.0,3.7952757937993185,1.5867261731142022,-2.926829268292683,0.01997888536404685,0.07650828968867532,-14.82463236527804,0.16666666666666666,0.0,0.0
Norma Dumont,Germaine de Randamie,2024-04-06,1,-2.0,-4.0,-6.436687200547574,-1.0,0.0,2.0,0.651130335386525,-0.41824705847263366,1.3922092532695824,-0.41227668346312407,-0.021722167168825357,10.632419767610173,-0.42857142857142855,-0.14285714285714285,0.0
Alex Morono,Court McGee,2024-04-06,1,0.0,-3.0,-5.67556468172485,2.0,-5.0,1.0,0.4029901031796168,0.5673264546922163,-1.5335509230013333,-0.08910647855688919,0.11760370604337755,-10.476612620200743,0.16666666666666666,-0.033333333333333354,0.0
Alex Pereira,Jamahal Hill,2024-04-13,1,0.0,0.0,3.865845311430526,0.0,0.0,-2.0,-1.9551133734382233,0.37169819339119226,0.1913265306122449,0.3826530612244898,0.15750573713983507,-3.4355728640368692,0.0,0.0,-1.0
Yan Xiaonan,Zhang Weili,2024-04-13,0,1.0,0.0,0.15879534565366527,0.0,0.0,-1.0,-0.3808640401952994,0.1278634342743672,-1.433233847323188,-0.3613490364025696,-0.2544352801659338,-10.47193151414604,-0.125,-0.25,0.0
Justin Gaethje,Max Holloway,2024-04-13,0,0.0,1.0,3.052703627652299,-13.0,-3.0,0.0,0.18302265067103995,2.7505461146025016,-0.14093502896758703,-0.33619723571161747,0.43193932189862433,-1.2944597862514615,0.32142857142857145,-0.09523809523809523,0.0
Cody Brundage,Bo Nickal,2024-04-13,0,-1.0,-4.0,1.6646132785763186,2.0,4.0,0.0,-0.532057293545259,1.5752518815976146,-1.3141125832591922,-6.566956019910069,-3.2834780099550347,-27.176922275390552,0.0,-0.25,-1.0
Aleksandar Rakic,Jiri Prochazka,2024-04-13,0,1.0,-2.0,0.687200547570157,3.0,1.0,0.0,-1.310464973464255,-2.876787427134234,0.20910603905102831,-0.14197729457236752,0.04475249631910716,12.603660455848928,-0.3333333333333333,-0.3333333333333333,0.0
Charles Oliveira,Arman Tsarukyan,2024-04-13,0,3.0,2.0,6.984257357973988,14.0,7.0,-2.0,-0.35423058453692624,1.3158613686793819,-1.077841415081188,2.60196905766526,0.12813764625436147,-6.8933159966730315,-0.3181818181818182,0.7272727272727273,0.0
Sodiq Yusuff,Diego Lopes,2024-04-13,0,-2.0,-1.0,1.6153319644079396,4.0,1.0,-3.0,2.660815768268374,-1.0644932991221001,0.32444124008651765,-5.303779316340813,-0.34054402222316466,8.724566881547139,-0.16666666666666669,-0.33333333333333337,0.0
Jalin Turner,Renato Moicano,2024-04-13,0,4.0,5.0,-5.9904175222450355,-3.0,-1.0,-1.0,1.1562547331284954,0.5994737912210817,-1.0554637236068638,0.6646893650040873,1.0078737447894692,-2.6644252185690576,0.5714285714285714,-0.17142857142857143,1.0
Marina Rodriguez,Jessica Andrade,2024-04-13,0,5.0,3.0,4.407939767282677,-9.0,-7.0,0.0,-1.8427076490085996,-2.7283803153368367,-2.247712800107501,-0.1760052108217869,-0.23878422867892976,-10.331515206939798,-0.0892857142857143,-0.1875,0.0
Jim Miller,King Green,2024-04-13,0,-2.0,0.0,3.028062970568108,14.0,6.0,3.0,-3.258028024952856,-0.49220777198690424,0.4517644797286493,1.483117837387244,-0.018414618152681445,4.113080127842364,-0.019230769230769218,0.29487179487179493,1.0
Deiveson Figueiredo,Cody Garbrandt,2024-04-13,1,-3.0,3.0,3.5509924709103373,2.0,-2.0,-1.0,-0.35422910505880845,-0.7308010964089973,0.6239000542198767,1.9118428040361126,-0.1549207741340255,7.79399941677068,-0.303030303030303,0.2727272727272727,0.0
Aljamain Sterling,Calvin Kattar,2024-04-13,1,-4.0,-1.0,-1.347022587268988,8.0,-1.0,1.0,-0.38836056266826,-4.690180387656927,1.5504459037638274,0.6930679041570207,-0.42428813878936444,15.898279677099675,-0.4380952380952381,0.26666666666666666,0.0
Matheus Nicolau,Alex Perez,2024-04-27,0,0.0,1.0,-0.7967145790554397,1.0,-2.0,2.0,-0.4504827860488829,0.01973735705576951,-0.8708341942130553,0.033847557651910276,0.5444168101074446,-10.675872262138052,-0.19047619047619047,-0.19047619047619047,0.0
Ryan Spann,Bogdan Guskov,2024-04-27,0,2.0,3.0,1.054072553045863,6.0,3.0,-3.0,0.9515155068300403,-2.0074847081354674,1.3015184381778742,1.3015184381778742,-0.9424283285454651,11.997420413906314,-0.5714285714285714,0.2857142857142857,0.0
Karine Silva,Ariane da Silva,2024-04-27,1,-1.0,0.0,0.15058179329226817,-3.0,-5.0,0.0,0.02370803068569316,-1.2299041663859458,3.2262587380116936,3.4808196204894197,0.9057123243520806,5.089032577601918,0.0,0.6666666666666667,0.0
Jonathan Pearce,David Onama,2024-04-27,0,1.0,-3.0,2.099931553730322,2.0,0.0,-2.0,-0.9003881352384937,-2.7276203885157626,4.457276584409902,0.5981848969729258,-0.8681672025723473,22.775680663635157,-0.2666666666666666,-0.1333333333333333,0.0
Tim Means,Uros Medic,2024-04-27,0,1.0,4.0,9.177275838466802,12.0,10.0,2.0,0.0115725384811185,0.35415248367698604,0.7033907392688448,0.16073342064531493,-1.0976169452939513,6.020461667402946,-0.6,0.13333333333333333,-1.0
Rani Yahya,Victor Henry,2024-04-27,0,-1.0,-1.0,2.6392881587953454,11.0,4.0,-2.0,-6.894264790586686,-4.417669162621026,2.888175759071834,1.036616473298774,0.0,20.522340162922735,0.0,0.5384615384615384,0.0
Gabriel Benitez,Maheshate,2024-04-27,0,-4.0,0.0,11.460643394934976,6.0,5.0,1.0,2.21944195203051,-1.668145264904986,0.24112525117213662,0.9645010046885465,-0.7756111328758525,2.6506365835815218,-0.5714285714285714,0.2857142857142857,1.0
Alexandre Pantoja,Steve Erceg,2024-05-04,1,-3.0,-1.0,5.278576317590694,8.0,3.0,2.0,-0.25144955007964587,0.2630879206414991,0.5080293712159762,0.12193367592204751,-0.07111417172491696,4.314174154754708,-0.1515151515151515,0.36363636363636365,0.0
Anthony Smith,Vitor Petrino,2024-05-04,1,2.0,-1.0,9.089664613278579,8.0,9.0,-5.0,0.8925252628766556,2.048838511567305,-3.998213939325176,-0.44567337781405203,0.15734169756283228,-23.014767940210888,0.16666666666666669,0.08333333333333331,0.0
Ihor Potieria,Michel Pereira,2024-05-04,0,2.0,2.0,-2.6447638603696078,-6.0,1.0,-6.0,0.07657589938297882,1.228932831357095,-1.5463917525773194,-0.7029053420805998,0.7301339278574421,2.3190598501108326,0.25,-0.25,1.0
Paul Craig,Caio Borralho,2024-05-04,0,2.0,1.0,5.138945927446954,4.0,7.0,-6.0,0.09369224463914261,1.1335349051813248,-0.16424754672626185,1.0601854357895713,-0.10083747689785565,-17.9070037195419,0.3333333333333333,0.4666666666666666,-1.0
Joanderson Brito,Jack Shore,2024-05-04,1,0.0,1.0,-0.013689253935663004,-2.0,0.0,3.0,-0.8941231734527824,0.6174442599023604,-0.4066636468871101,0.2848658714580503,0.14243293572902516,0.3795527370946381,0.5,0.0,0.0
Jose Aldo,Jonathan Martinez,2024-05-04,1,-1.0,0.0,7.611225188227245,3.0,4.0,-7.0,-1.1873977413830437,0.41219254334008415,0.09442601867700795,0.09042022609009609,-0.527499634339657,-1.5568591950728754,-0.09230769230769231,0.0,-1.0
Joaquim Silva,Drakkar Klose,2024-05-04,0,-1.0,-1.0,-0.9117043121149848,-2.0,2.0,-2.0,-0.7449583837139548,1.069491747917247,-1.3341056361860906,0.7367387033398822,0.040959930165950065,-9.999515349034548,0.25,0.0,1.0
Vinc Pichel,Ismael Bonfim,2024-05-04,0,2.0,1.0,13.095140314852838,6.0,2.0,0.0,-0.4130917592051433,0.2662118787785879,1.7594542545343057,0.2500694637399278,-1.1163445784748638,13.288357877188108,-0.8571428571428572,0.0,0.0
Iasmin Lucindo,Karolina Kowalkiewicz,2024-05-04,1,0.0,2.0,-16.23271731690623,-7.0,-6.0,-2.0,-2.5832401044163875,-2.322207396449827,1.9659841442700456,0.17183854857753111,0.0,0.0205413347903054,0.0,0.3888888888888889,0.0
Joaquin Buckley,Nursulton Ruziboev,2024-05-11,1,-7.0,0.0,-0.4353182751540068,6.0,4.0,1.0,0.1366412998765938,2.385191279308926,-1.8728403948992187,0.0,-2.381890168654875,4.440765117235705,-0.375,0.0,1.0
Carlos Ulberg,Alonzo Menifield,2024-05-11,1,4.0,1.0,-3.055441478439427,-3.0,-2.0,1.0,3.48226680581429,-0.2843260605942386,0.16629441426328162,0.0002438334519989649,0.8287899033444197,-13.937178749426993,0.09999999999999998,-0.04999999999999999,0.0
Mateusz Rebecki,Diego Ferreira,2024-05-11,0,-2.0,-8.0,-7.791923340177959,-6.0,-5.0,2.0,1.3029263856632145,-1.2757263551686866,2.78800312568919,0.4563969080726096,0.8111000084404498,21.48696222762532,-0.1111111111111111,0.1111111111111111,1.0
Sean Woodson,Alex Caceres,2024-05-11,1,4.0,5.0,-3.964407939767284,-11.0,-11.0,5.0,1.684670888684603,0.8341747959702257,0.3827000939476223,-0.3357306237234404,0.16213208686242833,-0.8158740552740182,0.1375,-0.25,-1.0
Rodrigo Nascimento,Derrick Lewis,2024-05-11,0,-1.0,1.0,-7.80013689253936,-14.0,-9.0,4.0,1.4818174436401033,1.860239514180401,0.8838759762405082,0.5651491365777079,-0.5289968652037618,8.008481666117135,-0.7777777777777778,0.25,0.0
Terrance McKinney,Esteban Ribovics,2024-05-11,0,0.0,4.0,1.6153319644079396,4.0,2.0,1.0,-0.9451379466304841,-0.3099050203527818,2.0529172320217093,0.7211668928086838,1.3317503392130257,24.187155133423794,0.6,0.4,0.0
Tabatha Ricci,Tecia Pennington,2024-05-11,1,0.0,1.0,-5.516769336071185,-5.0,-4.0,0.0,-0.3276113268376388,1.2754533858719075,2.733743865519116,0.12652291165640944,-0.07285679592001944,6.831276350421497,0.0,0.1388888888888889,0.0
Jake Hadley,Charles Johnson,2024-05-11,0,-2.0,0.0,-5.563312799452433,-1.0,-2.0,-2.0,-0.9871533033060409,0.18443534710698595,-0.4759386567953464,1.3050702966866647,0.3879310344827587,5.461687849887854,0.16666666666666669,0.5,1.0
JJ Aldrich,Veronica Hardy,2024-05-11,0,1.0,3.0,3.0828199863107457,6.0,1.0,0.0,0.7820681402342067,0.42737476817183584,-0.5660020961388014,-0.3642250101173614,0.0,-0.7445280196021145,0.1111111111111111,-0.3333333333333333,0.0
Viacheslav Borshchev,Chase Hooper,2024-05-11,0,-2.0,-5.0,7.679671457905542,-3.0,-1.0,-1.0,-0.5053465776475061,-0.8009010476035394,-1.6853932584269664,-2.059925093632959,1.4492753623188406,-14.189871356456603,0.6,-0.4,-1.0
Edson Barboza,Lerone Murphy,2024-05-18,0,2.0,2.0,5.497604380561256,13.0,11.0,-3.0,0.04022266165384547,1.6840111885663482,-1.1661881400574903,-0.4620897751871587,0.15413754422400183,-11.075267287134979,0.09999999999999998,0.0,0.0
Khaos Williams,Carlston Harris,2024-05-18,1,0.0,1.0,-6.724161533196444,1.0,1.0,-1.0,2.750829983181508,2.8195169529144763,-2.054794520547945,-0.821917808219178,0.41058377046822936,-12.222454249326322,0.35,-0.5,0.0
Ramiz Brahimaj,Themba Gorimbo,2024-05-18,0,-3.0,-5.0,-1.8179329226557144,0.0,1.0,-1.0,0.21077921684618595,2.442015137525985,-1.4194051373163232,2.3709167544783987,-1.3264554163596167,-26.900068566920304,-0.5,1.0,0.0
Adrian Yanez,Vinicius Salvador,2024-05-18,1,0.0,0.0,2.6502395619438737,5.0,0.0,0.0,1.588709677419355,0.04596774193548381,-0.5,0.0,1.5120967741935483,-0.20913978494623653,0.8,0.0,-1.0
Angela Hill,Luana Pinheiro,2024-05-18,1,1.0,2.0,7.849418206707739,8.0,12.0,2.0,1.5352134558941928,0.38931201850478914,-1.760609485402587,-0.2254556147385855,-0.1824201822324888,1.6913267589969596,0.09090909090909091,0.0,0.0
